分拣中心,日期,小时,货量
SC32,2023/11/16,18,73
SC32,2023/11/12,6,371
SC32,2023/11/29,15,157
SC32,2023/11/6,11,56
SC32,2023/11/29,16,162
SC32,2023/11/13,4,160
SC32,2023/11/30,14,315
SC32,2023/11/30,16,130
SC32,2023/11/12,14,170
SC32,2023/11/19,11,91
SC32,2023/11/7,11,110
SC32,2023/11/9,21,271
SC32,2023/11/27,21,203
SC32,2023/11/1,15,331
SC32,2023/11/27,12,79
SC32,2023/11/5,8,198
SC32,2023/11/2,20,318
SC32,2023/11/2,2,291
SC32,2023/11/14,9,89
SC32,2023/11/6,23,172
SC32,2023/11/13,16,126
SC32,2023/11/27,8,51
SC32,2023/11/18,10,61
SC32,2023/11/6,13,0
SC32,2023/11/29,20,162
SC32,2023/11/18,17,30
SC32,2023/11/29,22,264
SC32,2023/11/28,10,95
SC32,2023/11/10,11,126
SC32,2023/11/13,3,74
SC32,2023/11/7,19,188
SC32,2023/11/20,9,120
SC32,2023/11/13,0,40
SC32,2023/11/21,1,0
SC32,2023/11/24,23,103
SC32,2023/11/29,21,215
SC32,2023/11/15,10,60
SC32,2023/11/4,16,235
SC32,2023/11/11,9,477
SC32,2023/11/25,23,122
SC32,2023/11/27,1,0
SC32,2023/11/8,14,221
SC32,2023/11/11,4,491
SC32,2023/11/3,0,290
SC32,2023/11/12,3,592
SC32,2023/11/5,22,185
SC32,2023/11/26,16,62
SC32,2023/11/16,20,177
SC32,2023/11/25,13,29
SC32,2023/11/22,13,5
SC32,2023/11/11,1,694
SC32,2023/11/25,0,15
SC32,2023/11/14,22,186
SC32,2023/11/25,18,102
SC32,2023/11/21,17,42
SC32,2023/11/18,1,0
SC32,2023/11/17,11,103
SC32,2023/11/21,11,89
SC32,2023/11/24,11,138
SC32,2023/11/8,20,270
SC32,2023/11/12,2,489
SC32,2023/11/13,14,318
SC32,2023/11/23,11,128
SC32,2023/11/17,1,0
SC32,2023/11/24,15,107
SC32,2023/11/11,18,322
SC32,2023/11/6,9,109
SC32,2023/11/5,18,191
SC32,2023/11/4,20,234
SC32,2023/11/1,19,736
SC32,2023/11/15,17,74
SC32,2023/11/16,11,93
SC32,2023/11/28,15,165
SC32,2023/11/5,14,189
SC32,2023/11/27,14,80
SC32,2023/11/22,11,80
SC32,2023/11/29,1,0
SC32,2023/11/26,1,0
SC32,2023/11/2,1,394
SC32,2023/11/15,18,93
SC32,2023/11/4,9,148
SC32,2023/11/25,14,143
SC32,2023/11/4,18,189
SC32,2023/11/6,15,209
SC32,2023/11/20,19,215
SC32,2023/11/20,11,100
SC32,2023/11/23,23,165
SC32,2023/11/11,0,215
SC32,2023/11/7,8,184
SC32,2023/11/23,8,41
SC32,2023/11/2,15,260
SC32,2023/11/2,5,13
SC32,2023/11/12,21,263
SC32,2023/11/22,16,155
SC32,2023/11/14,16,110
SC32,2023/11/10,14,188
SC32,2023/11/13,10,39
SC32,2023/11/1,3,442
SC32,2023/11/17,9,102
SC32,2023/11/2,12,16
SC32,2023/11/12,8,208
SC32,2023/11/13,9,38
SC32,2023/11/1,7,392
SC32,2023/11/16,13,0
SC32,2023/11/22,15,155
SC32,2023/11/15,14,85
SC32,2023/11/16,16,86
SC32,2023/11/22,20,197
SC32,2023/11/18,14,136
SC32,2023/11/10,16,97
SC32,2023/11/9,9,187
SC32,2023/11/14,2,45
SC32,2023/11/18,23,114
SC32,2023/11/14,11,64
SC32,2023/11/1,6,558
SC32,2023/11/3,23,323
SC32,2023/11/26,23,134
SC32,2023/11/9,8,195
SC32,2023/11/1,1,438
SC32,2023/11/20,20,195
SC32,2023/11/5,10,105
SC32,2023/11/13,2,16
SC32,2023/11/23,20,262
SC32,2023/11/10,15,181
SC32,2023/11/30,15,180
SC32,2023/11/9,1,0
SC32,2023/11/19,10,37
SC32,2023/11/24,8,55
SC32,2023/11/12,4,354
SC32,2023/11/29,19,260
SC32,2023/11/6,22,221
SC32,2023/11/12,13,236
SC32,2023/11/12,23,159
SC32,2023/11/7,23,267
SC32,2023/11/19,12,56
SC32,2023/11/30,18,218
SC32,2023/11/22,0,17
SC32,2023/11/11,14,325
SC32,2023/11/16,17,8
SC32,2023/11/22,19,254
SC32,2023/11/13,20,116
SC32,2023/11/22,9,110
SC32,2023/11/7,12,79
SC32,2023/11/28,17,7
SC32,2023/11/6,14,193
SC32,2023/11/5,9,141
SC32,2023/11/7,14,286
SC32,2023/11/14,21,194
SC32,2023/11/3,3,39
SC32,2023/11/11,3,541
SC32,2023/11/30,17,14
SC32,2023/11/13,18,159
SC32,2023/11/6,0,4
SC32,2023/11/12,17,155
SC32,2023/11/23,14,110
SC32,2023/11/5,19,174
SC32,2023/11/6,16,116
SC32,2023/11/8,17,23
SC32,2023/11/8,10,111
SC32,2023/11/22,21,211
SC32,2023/11/20,12,56
SC32,2023/11/20,21,126
SC32,2023/11/28,12,69
SC32,2023/11/4,21,224
SC32,2023/11/12,10,198
SC32,2023/11/14,12,22
SC32,2023/11/1,20,477
SC32,2023/11/2,8,297
SC32,2023/11/21,15,123
SC32,2023/11/28,21,205
SC32,2023/11/4,12,145
SC32,2023/11/14,0,3
SC32,2023/11/17,20,430
SC32,2023/11/15,11,71
SC32,2023/11/25,11,71
SC32,2023/11/28,14,115
SC32,2023/11/16,23,78
SC32,2023/11/5,11,86
SC32,2023/11/27,10,88
SC32,2023/11/20,15,108
SC32,2023/11/3,19,371
SC32,2023/11/8,12,78
SC32,2023/11/17,21,211
SC32,2023/11/21,14,170
SC32,2023/11/19,20,194
SC32,2023/11/8,16,169
SC32,2023/11/24,19,177
SC32,2023/11/13,21,310
SC32,2023/11/23,21,193
SC32,2023/11/8,8,197
SC32,2023/11/4,10,172
SC32,2023/11/26,8,78
SC32,2023/11/12,1,749
SC32,2023/11/10,17,180
SC32,2023/11/8,1,0
SC32,2023/11/26,11,47
SC32,2023/11/24,0,21
SC32,2023/11/18,11,74
SC32,2023/11/21,19,173
SC32,2023/11/29,0,62
SC32,2023/11/10,10,137
SC32,2023/11/16,10,47
SC32,2023/11/2,0,359
SC32,2023/11/27,0,65
SC32,2023/11/27,17,26
SC32,2023/11/17,18,133
SC32,2023/11/18,16,120
SC32,2023/11/17,13,1
SC32,2023/11/3,14,187
SC32,2023/11/15,19,174
SC32,2023/11/28,18,104
SC32,2023/11/29,8,27
SC32,2023/11/23,12,57
SC32,2023/11/30,10,109
SC32,2023/11/24,16,126
SC32,2023/11/4,17,55
SC32,2023/11/1,16,411
SC32,2023/11/20,0,3
SC32,2023/11/26,19,134
SC32,2023/11/4,15,322
SC32,2023/11/23,9,130
SC32,2023/11/21,13,8
SC32,2023/11/26,10,58
SC32,2023/11/22,12,51
SC32,2023/11/19,21,127
SC32,2023/11/27,15,235
SC32,2023/11/21,23,142
SC32,2023/11/25,22,55
SC32,2023/11/28,9,121
SC32,2023/11/16,9,125
SC32,2023/11/23,1,0
SC32,2023/11/17,23,108
SC32,2023/11/30,12,62
SC32,2023/11/9,20,269
SC32,2023/11/30,21,236
SC32,2023/11/15,22,122
SC32,2023/11/13,1,169
SC32,2023/11/3,22,407
SC32,2023/11/30,9,133
SC32,2023/11/25,9,97
SC32,2023/11/3,9,127
SC32,2023/11/19,17,40
SC32,2023/11/7,1,0
SC32,2023/11/21,22,204
SC32,2023/11/9,11,75
SC32,2023/11/10,20,646
SC32,2023/11/9,19,195
SC32,2023/11/18,8,42
SC32,2023/11/9,16,207
SC32,2023/11/17,15,147
SC32,2023/11/4,14,268
SC32,2023/11/15,21,115
SC32,2023/11/18,20,108
SC32,2023/11/14,19,164
SC32,2023/11/5,17,24
SC32,2023/11/25,19,147
SC32,2023/11/19,9,97
SC32,2023/11/3,11,97
SC32,2023/11/11,11,460
SC32,2023/11/30,23,129
SC32,2023/11/4,23,184
SC32,2023/11/11,19,487
SC32,2023/11/15,16,177
SC32,2023/11/11,7,307
SC32,2023/11/3,17,42
SC32,2023/11/28,23,104
SC32,2023/11/11,10,465
SC32,2023/11/3,10,143
SC32,2023/11/5,12,110
SC32,2023/11/4,13,16
SC32,2023/11/11,17,130
SC32,2023/11/7,21,236
SC32,2023/11/2,7,118
SC32,2023/11/2,22,329
SC32,2023/11/24,22,117
SC32,2023/11/12,11,315
SC32,2023/11/9,0,18
SC32,2023/11/29,9,123
SC32,2023/11/8,11,136
SC32,2023/11/8,19,266
SC32,2023/11/2,9,261
SC32,2023/11/12,19,397
SC32,2023/11/12,12,10
SC32,2023/11/8,21,314
SC32,2023/11/15,8,44
SC32,2023/11/1,22,432
SC32,2023/11/9,23,149
SC32,2023/11/5,0,134
SC32,2023/11/26,20,164
SC32,2023/11/17,22,240
SC32,2023/11/15,12,52
SC32,2023/11/21,8,80
SC32,2023/11/27,9,144
SC32,2023/11/5,20,130
SC32,2023/11/22,22,162
SC32,2023/11/10,18,75
SC32,2023/11/6,10,94
SC32,2023/11/13,13,189
SC32,2023/11/13,23,189
SC32,2023/11/19,18,135
SC32,2023/11/11,22,492
SC32,2023/11/10,9,158
SC32,2023/11/25,10,59
SC32,2023/11/5,21,112
SC32,2023/11/19,8,24
SC32,2023/11/28,13,3
SC32,2023/11/25,8,59
SC32,2023/11/28,19,241
SC32,2023/11/3,8,255
SC32,2023/11/30,11,102
SC32,2023/11/30,19,526
SC32,2023/11/8,9,145
SC32,2023/11/24,18,124
SC32,2023/11/11,8,314
SC32,2023/11/4,11,74
SC32,2023/11/27,23,87
SC32,2023/11/19,22,115
SC32,2023/11/17,10,53
SC32,2023/11/4,19,409
SC32,2023/11/1,18,371
SC32,2023/11/30,1,26
SC32,2023/11/10,8,113
SC32,2023/11/12,0,206
SC32,2023/11/9,14,267
SC32,2023/11/16,8,15
SC32,2023/11/14,10,82
SC32,2023/11/18,22,81
SC32,2023/11/14,17,55
SC32,2023/11/21,9,124
SC32,2023/11/8,0,42
SC32,2023/11/28,11,81
SC32,2023/11/26,22,118
SC32,2023/11/22,17,64
SC32,2023/11/20,10,69
SC32,2023/11/20,17,26
SC32,2023/11/4,1,0
SC32,2023/11/12,9,186
SC32,2023/11/15,20,253
SC32,2023/11/28,1,0
SC32,2023/11/17,17,15
SC32,2023/11/22,10,89
SC32,2023/11/23,16,250
SC32,2023/11/6,20,256
SC32,2023/11/5,13,2
SC32,2023/11/5,4,4
SC32,2023/11/2,17,81
SC32,2023/11/5,23,162
SC32,2023/11/22,14,140
SC32,2023/11/15,0,8
SC32,2023/11/14,14,122
SC32,2023/11/27,18,155
SC32,2023/11/20,14,265
SC32,2023/11/10,12,65
SC32,2023/11/16,21,233
SC32,2023/11/2,10,254
SC32,2023/11/16,12,73
SC32,2023/11/13,8,117
SC32,2023/11/29,10,100
SC32,2023/11/10,21,713
SC32,2023/11/7,16,136
SC32,2023/11/29,17,43
SC49,2023/11/6,16,0
SC49,2023/11/30,7,0
SC49,2023/11/2,22,1100
SC49,2023/11/23,2,522
SC49,2023/11/8,1,900
SC49,2023/11/10,10,129
SC49,2023/11/27,12,334
SC49,2023/11/21,3,849
SC49,2023/11/15,13,611
SC49,2023/11/1,21,984
SC49,2023/11/10,2,536
SC49,2023/11/16,2,822
SC49,2023/11/18,16,0
SC49,2023/11/19,21,791
SC49,2023/11/4,18,0
SC49,2023/11/3,14,370
SC49,2023/11/7,1,773
SC49,2023/11/26,6,11
SC49,2023/11/8,17,0
SC49,2023/11/24,2,354
SC49,2023/11/14,12,422
SC49,2023/11/2,8,110
SC49,2023/11/11,3,1260
SC49,2023/11/8,10,121
SC49,2023/11/22,12,64
SC49,2023/11/22,16,0
SC49,2023/11/20,12,16
SC49,2023/11/1,2,639
SC49,2023/11/7,2,388
SC49,2023/11/7,20,715
SC49,2023/11/14,16,0
SC49,2023/11/27,22,270
SC49,2023/11/23,20,591
SC49,2023/11/16,14,166
SC49,2023/11/20,21,887
SC49,2023/11/20,16,0
SC49,2023/11/22,21,946
SC49,2023/11/26,12,430
SC49,2023/11/13,10,220
SC49,2023/11/13,17,0
SC49,2023/11/10,22,213
SC49,2023/11/16,22,187
SC49,2023/11/18,18,0
SC49,2023/11/29,4,622
SC49,2023/11/2,23,120
SC49,2023/11/9,21,490
SC49,2023/11/13,5,799
SC49,2023/11/27,11,109
SC49,2023/11/20,8,0
SC49,2023/11/2,6,57
SC49,2023/11/4,0,194
SC49,2023/11/9,12,50
SC49,2023/11/16,7,0
SC49,2023/11/28,0,276
SC49,2023/11/23,10,105
SC49,2023/11/10,0,127
SC49,2023/11/22,1,518
SC49,2023/11/14,1,952
SC49,2023/11/1,12,307
SC49,2023/11/24,12,75
SC49,2023/11/11,16,255
SC49,2023/11/7,10,143
SC49,2023/11/14,8,0
SC49,2023/11/22,8,0
SC49,2023/11/16,17,0
SC49,2023/11/9,16,0
SC49,2023/11/10,17,0
SC49,2023/11/16,10,79
SC49,2023/11/26,8,0
SC49,2023/11/21,11,180
SC49,2023/11/10,19,311
SC49,2023/11/17,9,49
SC49,2023/11/21,19,174
SC49,2023/11/5,8,0
SC49,2023/11/1,5,679
SC49,2023/11/24,5,611
SC49,2023/11/2,20,766
SC49,2023/11/17,1,385
SC49,2023/11/28,3,495
SC49,2023/11/7,11,351
SC49,2023/11/23,11,276
SC49,2023/11/13,16,30
SC49,2023/11/19,12,90
SC49,2023/11/15,11,172
SC49,2023/11/28,18,0
SC49,2023/11/23,19,259
SC49,2023/11/20,1,241
SC49,2023/11/24,21,876
SC49,2023/11/19,14,72
SC49,2023/11/15,23,117
SC49,2023/11/28,22,199
SC49,2023/11/22,9,114
SC49,2023/11/6,13,558
SC49,2023/11/21,22,196
SC49,2023/11/10,20,896
SC49,2023/11/16,20,752
SC49,2023/11/9,19,279
SC49,2023/11/12,1,954
SC49,2023/11/3,3,1090
SC49,2023/11/24,20,657
SC49,2023/11/25,3,498
SC49,2023/11/14,21,749
SC49,2023/11/5,11,169
SC49,2023/11/7,14,141
SC49,2023/11/26,2,743
SC49,2023/11/18,20,572
SC49,2023/11/7,3,1416
SC49,2023/11/6,14,131
SC49,2023/11/26,1,430
SC49,2023/11/19,2,254
SC49,2023/11/1,16,48
SC49,2023/11/8,8,0
SC49,2023/11/13,18,0
SC49,2023/11/5,9,8
SC49,2023/11/29,22,199
SC49,2023/11/7,21,726
SC49,2023/11/24,16,0
SC49,2023/11/2,7,0
SC49,2023/11/15,6,61
SC49,2023/11/18,1,379
SC49,2023/11/4,10,196
SC49,2023/11/7,12,193
SC49,2023/11/23,21,631
SC49,2023/11/16,0,207
SC49,2023/11/15,4,887
SC49,2023/11/27,5,491
SC49,2023/11/17,15,27
SC49,2023/11/1,15,77
SC49,2023/11/23,12,225
SC49,2023/11/12,8,329
SC49,2023/11/19,20,559
SC49,2023/11/27,10,69
SC49,2023/11/23,3,703
SC49,2023/11/18,8,0
SC49,2023/11/29,0,54
SC49,2023/11/30,22,182
SC49,2023/11/9,4,1170
SC49,2023/11/14,3,973
SC49,2023/11/22,3,1340
SC49,2023/11/17,22,191
SC49,2023/11/9,23,56
SC49,2023/11/9,13,554
SC49,2023/11/24,18,0
SC49,2023/11/27,19,69
SC49,2023/11/6,19,288
SC49,2023/11/29,6,0
SC49,2023/11/30,0,280
SC49,2023/11/13,15,5
SC49,2023/11/5,19,240
SC49,2023/11/12,17,127
SC49,2023/11/23,14,219
SC49,2023/11/1,20,722
SC49,2023/11/20,9,85
SC49,2023/11/2,2,900
SC49,2023/11/29,2,480
SC49,2023/11/30,3,882
SC49,2023/11/27,21,1197
SC49,2023/11/24,15,0
SC49,2023/11/16,8,0
SC49,2023/11/6,5,524
SC49,2023/11/14,11,236
SC49,2023/11/6,15,0
SC49,2023/11/20,11,458
SC49,2023/11/27,14,0
SC49,2023/11/20,19,186
SC49,2023/11/5,10,177
SC49,2023/11/1,6,9
SC49,2023/11/13,20,741
SC49,2023/11/15,21,646
SC49,2023/11/18,2,512
SC49,2023/11/2,15,0
SC49,2023/11/22,22,161
SC49,2023/11/7,13,620
SC49,2023/11/11,0,475
SC49,2023/11/8,18,0
SC49,2023/11/12,18,197
SC49,2023/11/4,22,277
SC49,2023/11/21,6,0
SC49,2023/11/15,8,0
SC49,2023/11/11,19,316
SC49,2023/11/3,11,301
SC49,2023/11/12,21,735
SC49,2023/11/28,14,189
SC49,2023/11/2,0,444
SC49,2023/11/12,10,228
SC49,2023/11/13,22,241
SC49,2023/11/9,0,124
SC49,2023/11/28,13,440
SC49,2023/11/11,10,634
SC49,2023/11/14,9,134
SC49,2023/11/9,18,0
SC49,2023/11/7,17,0
SC49,2023/11/26,18,0
SC49,2023/11/25,2,609
SC49,2023/11/3,2,988
SC49,2023/11/30,8,0
SC49,2023/11/16,1,849
SC49,2023/11/12,7,0
SC49,2023/11/21,16,0
SC49,2023/11/26,4,700
SC49,2023/11/23,9,39
SC49,2023/11/1,4,857
SC49,2023/11/6,11,390
SC49,2023/11/8,2,477
SC49,2023/11/12,20,950
SC49,2023/11/28,17,0
SC49,2023/11/5,22,233
SC49,2023/11/24,13,545
SC49,2023/11/1,23,789
SC49,2023/11/28,10,29
SC49,2023/11/23,6,14
SC49,2023/11/1,0,204
SC49,2023/11/15,19,193
SC49,2023/11/17,14,290
SC49,2023/11/10,15,9
SC49,2023/11/26,13,501
SC49,2023/11/9,8,0
SC49,2023/11/21,0,136
SC49,2023/11/12,16,171
SC49,2023/11/4,20,680
SC49,2023/11/24,1,545
SC49,2023/11/18,13,422
SC49,2023/11/1,1,351
SC49,2023/11/22,0,145
SC49,2023/11/14,6,103
SC49,2023/11/6,0,497
SC49,2023/11/16,15,58
SC49,2023/11/18,23,73
SC49,2023/11/20,13,354
SC49,2023/11/22,4,331
SC49,2023/11/22,13,443
SC49,2023/11/16,19,185
SC49,2023/11/7,5,591
SC49,2023/11/6,6,219
SC49,2023/11/20,6,388
SC49,2023/11/26,23,10
SC49,2023/11/22,6,107
SC49,2023/11/14,4,784
SC49,2023/11/2,3,1074
SC49,2023/11/14,13,577
SC49,2023/11/3,1,800
SC49,2023/11/20,23,3
SC49,2023/11/23,5,568
SC49,2023/11/21,21,817
SC49,2023/11/19,0,94
SC49,2023/11/23,23,3
SC49,2023/11/10,9,74
SC49,2023/11/10,11,463
SC49,2023/11/22,23,60
SC49,2023/11/11,1,940
SC49,2023/11/30,10,84
SC49,2023/11/25,0,289
SC49,2023/11/7,4,698
SC49,2023/11/23,13,402
SC49,2023/11/22,19,224
SC49,2023/11/13,2,869
SC49,2023/11/24,6,5
SC49,2023/11/16,9,135
SC49,2023/11/12,3,1402
SC49,2023/11/9,11,421
SC49,2023/11/20,4,824
SC49,2023/11/7,15,0
SC49,2023/11/21,12,295
SC49,2023/11/18,9,95
SC49,2023/11/14,19,162
SC49,2023/11/22,11,381
SC49,2023/11/7,23,135
SC49,2023/11/3,0,187
SC49,2023/11/23,4,672
SC49,2023/11/8,3,853
SC49,2023/11/29,9,23
SC49,2023/11/30,23,56
SC49,2023/11/28,4,700
SC49,2023/11/3,9,172
SC49,2023/11/30,12,89
SC49,2023/11/13,14,191
SC49,2023/11/2,16,0
SC49,2023/11/25,6,232
SC49,2023/11/19,5,493
SC49,2023/11/3,23,356
SC49,2023/11/5,7,0
SC49,2023/11/8,20,760
SC49,2023/11/24,4,744
SC49,2023/11/24,23,80
SC49,2023/11/25,23,30
SC49,2023/11/30,16,0
SC49,2023/11/12,14,771
SC49,2023/11/19,19,197
SC49,2023/11/1,9,317
SC49,2023/11/3,4,786
SC49,2023/11/3,13,574
SC49,2023/11/29,21,936
SC49,2023/11/24,9,48
SC49,2023/11/26,21,800
SC49,2023/11/24,3,1092
SC49,2023/11/5,5,552
SC49,2023/11/18,12,134
SC49,2023/11/18,21,847
SC49,2023/11/15,1,665
SC49,2023/11/27,1,205
SC49,2023/11/2,12,249
SC49,2023/11/25,4,718
SC49,2023/11/2,21,669
SC49,2023/11/19,11,361
SC49,2023/11/17,23,13
SC49,2023/11/1,3,1126
SC49,2023/11/20,10,46
SC49,2023/11/10,14,208
SC49,2023/11/21,17,0
SC49,2023/11/15,14,67
SC49,2023/11/5,1,621
SC49,2023/11/25,9,61
SC49,2023/11/17,4,667
SC49,2023/11/30,21,929
SC49,2023/11/28,12,277
SC49,2023/11/11,9,414
SC49,2023/11/13,1,739
SC49,2023/11/4,12,326
SC49,2023/11/22,10,129
SC49,2023/11/21,5,624
SC49,2023/11/28,21,1068
SC49,2023/11/4,21,685
SC49,2023/11/3,6,0
SC49,2023/11/21,1,365
SC49,2023/11/7,9,57
SC49,2023/11/12,2,840
SC49,2023/11/1,13,630
SC49,2023/11/3,7,0
SC49,2023/11/11,7,82
SC49,2023/11/28,9,71
SC49,2023/11/17,17,0
SC49,2023/11/26,3,411
SC49,2023/11/25,10,75
SC49,2023/11/19,8,0
SC49,2023/11/4,13,738
SC49,2023/11/15,16,0
SC49,2023/11/25,22,237
SC49,2023/11/4,9,101
SC49,2023/11/11,12,509
SC49,2023/11/23,0,358
SC49,2023/11/21,2,470
SC49,2023/11/11,21,728
SC49,2023/11/27,3,998
SC49,2023/11/3,12,309
SC49,2023/11/3,21,667
SC49,2023/11/17,16,0
SC49,2023/11/9,17,0
SC49,2023/11/25,21,527
SC49,2023/11/18,5,745
SC49,2023/11/9,10,118
SC49,2023/11/25,13,532
SC49,2023/11/11,23,941
SC49,2023/11/17,5,747
SC49,2023/11/12,12,558
SC49,2023/11/9,3,657
SC49,2023/11/25,11,463
SC49,2023/11/3,19,122
SC49,2023/11/26,11,189
SC49,2023/11/5,0,543
SC49,2023/11/14,15,4
SC49,2023/11/20,15,3
SC49,2023/11/24,0,135
SC49,2023/11/16,13,465
SC49,2023/11/7,19,244
SC49,2023/11/6,23,125
SC49,2023/11/29,20,494
SC49,2023/11/17,12,349
SC49,2023/11/10,4,868
SC49,2023/11/22,5,475
SC49,2023/11/17,0,56
SC49,2023/11/11,6,122
SC49,2023/11/20,5,436
SC49,2023/11/10,13,499
SC49,2023/11/21,14,54
SC49,2023/11/10,23,266
SC49,2023/11/16,23,125
SC49,2023/11/27,20,376
SC49,2023/11/26,19,202
SC49,2023/11/7,6,181
SC49,2023/11/18,19,179
SC49,2023/11/14,5,561
SC49,2023/11/27,2,481
SC49,2023/11/19,1,279
SC49,2023/11/9,22,312
SC49,2023/11/13,3,1048
SC49,2023/11/13,12,368
SC49,2023/11/1,19,423
SC49,2023/11/6,9,27
SC49,2023/11/29,14,146
SC49,2023/11/1,11,939
SC49,2023/11/24,19,198
SC49,2023/11/4,2,648
SC49,2023/11/30,2,410
SC49,2023/11/19,13,464
SC49,2023/11/28,20,322
SC49,2023/11/11,5,576
SC49,2023/11/5,18,0
SC49,2023/11/8,16,0
SC49,2023/11/2,14,415
SC49,2023/11/25,5,611
SC49,2023/11/19,4,796
SC49,2023/11/5,12,336
SC49,2023/11/4,4,666
SC49,2023/11/11,17,356
SC49,2023/11/6,18,0
SC49,2023/11/30,13,235
SC49,2023/11/5,21,829
SC49,2023/11/24,22,176
SC49,2023/11/3,17,21
SC49,2023/11/30,4,568
SC49,2023/11/1,22,428
SC49,2023/11/28,23,210
SC49,2023/11/6,4,494
SC49,2023/11/4,3,879
SC49,2023/11/16,3,354
SC49,2023/11/25,18,0
SC49,2023/11/9,15,0
SC49,2023/11/3,18,153
SC49,2023/11/11,18,291
SC49,2023/11/21,10,117
SC49,2023/11/12,9,536
SC49,2023/11/15,2,621
SC49,2023/11/17,8,0
SC49,2023/11/10,3,794
SC49,2023/11/9,5,665
SC49,2023/11/12,19,203
SC49,2023/11/28,2,696
SC49,2023/11/30,20,409
SC49,2023/11/24,11,432
SC49,2023/11/19,23,0
SC49,2023/11/13,21,634
SC49,2023/11/17,21,752
SC49,2023/11/16,4,696
SC49,2023/11/18,11,387
SC49,2023/11/3,5,599
SC49,2023/11/11,15,13
SC49,2023/11/23,22,173
SC49,2023/11/25,1,387
SC49,2023/11/27,16,0
SC49,2023/11/16,11,230
SC49,2023/11/29,13,424
SC49,2023/11/24,10,186
SC49,2023/11/24,17,0
SC49,2023/11/14,18,0
SC49,2023/11/8,15,0
SC49,2023/11/13,19,320
SC49,2023/11/6,17,0
SC49,2023/11/2,5,672
SC49,2023/11/5,20,545
SC49,2023/11/10,18,0
SC49,2023/11/12,5,806
SC49,2023/11/29,5,572
SC49,2023/11/27,9,0
SC49,2023/11/23,8,0
SC49,2023/11/12,6,100
SC49,2023/11/13,23,173
SC49,2023/11/26,20,458
SC49,2023/11/15,12,340
SC49,2023/11/20,14,202
SC49,2023/11/16,21,752
SC49,2023/11/19,16,0
SC49,2023/11/4,14,106
SC49,2023/11/27,0,258
SC49,2023/11/20,3,611
SC49,2023/11/25,19,191
SC49,2023/11/8,12,221
SC49,2023/11/30,14,429
SC49,2023/11/19,9,105
SC49,2023/11/18,3,1336
SC49,2023/11/9,6,387
SC49,2023/11/11,22,970
SC49,2023/11/18,15,8
SC49,2023/11/8,21,662
SC49,2023/11/10,5,716
SC49,2023/11/7,0,262
SC49,2023/11/16,5,640
SC49,2023/11/18,4,354
SC49,2023/11/11,11,684
SC49,2023/11/6,1,796
SC49,2023/11/14,0,654
SC49,2023/11/20,0,0
SC49,2023/11/25,14,0
SC49,2023/11/23,1,609
SC49,2023/11/17,20,661
SC49,2023/11/21,20,641
SC49,2023/11/16,6,212
SC49,2023/11/15,9,139
SC49,2023/11/25,12,70
SC49,2023/11/26,5,530
SC49,2023/11/10,6,381
SC49,2023/11/29,3,1032
SC49,2023/11/14,23,177
SC49,2023/11/26,9,118
SC49,2023/11/19,18,0
SC49,2023/11/30,9,91
SC49,2023/11/3,22,497
SC49,2023/11/17,10,127
SC49,2023/11/6,12,40
SC49,2023/11/24,14,2
SC49,2023/11/18,0,133
SC49,2023/11/25,20,636
SC49,2023/11/26,0,199
SC49,2023/11/12,22,978
SC49,2023/11/11,2,900
SC49,2023/11/6,21,653
SC49,2023/11/17,3,1289
SC49,2023/11/11,20,1067
SC49,2023/11/8,22,265
SC49,2023/11/3,20,647
SC49,2023/11/1,14,583
SC49,2023/11/29,18,0
SC49,2023/11/2,18,392
SC49,2023/11/15,15,7
SC49,2023/11/4,8,0
SC49,2023/11/5,2,684
SC49,2023/11/13,4,865
SC49,2023/11/20,22,208
SC49,2023/11/13,13,628
SC49,2023/11/8,6,159
SC49,2023/11/7,8,0
SC49,2023/11/14,22,272
SC49,2023/11/6,10,220
SC49,2023/11/10,21,314
SC49,2023/11/22,14,146
SC49,2023/11/29,17,0
SC49,2023/11/2,17,59
SC49,2023/11/15,0,405
SC49,2023/11/7,16,0
SC49,2023/11/5,13,551
SC49,2023/11/19,3,1316
SC49,2023/11/14,14,148
SC49,2023/11/10,12,22
SC49,2023/11/2,10,220
SC49,2023/11/6,2,643
SC49,2023/11/29,10,147
SC49,2023/11/27,18,0
SC49,2023/11/5,4,671
SC49,2023/11/10,1,971
SC49,2023/11/15,5,661
SC49,2023/11/28,8,0
SC49,2023/11/30,6,190
SC49,2023/11/4,6,40
SC49,2023/11/6,20,865
SC49,2023/11/5,23,186
SC49,2023/11/13,8,0
SC49,2023/11/22,18,0
SC49,2023/11/1,17,192
SC49,2023/11/17,2,500
SC49,2023/11/11,14,881
SC49,2023/11/29,23,54
SC49,2023/11/5,16,0
SC49,2023/11/8,5,714
SC49,2023/11/2,4,955
SC49,2023/11/7,22,207
SC49,2023/11/12,15,29
SC49,2023/11/1,10,550
SC49,2023/11/6,8,0
SC49,2023/11/22,17,0
SC49,2023/11/27,23,78
SC49,2023/11/9,14,179
SC49,2023/11/14,10,165
SC49,2023/11/12,0,405
SC49,2023/11/18,22,233
SC49,2023/11/16,18,0
SC49,2023/11/27,4,675
SC49,2023/11/30,1,427
SC49,2023/11/13,6,148
SC49,2023/11/4,1,979
SC49,2023/11/28,6,91
SC49,2023/11/27,13,516
