分拣中心,日期,货量
SC32,2023/10/10,2297
SC24,2023/10/10,5430
SC4,2023/10/10,24801
SC28,2023/10/10,1331
SC41,2023/10/10,1819
SC17,2023/10/10,19511
SC40,2023/10/10,2889
SC7,2023/10/10,36450
SC60,2023/10/10,54297
SC10,2023/10/10,29141
SC35,2023/10/10,26952
SC3,2023/10/10,10818
SC30,2023/10/10,3776
SC55,2023/10/10,3344
SC6,2023/10/10,28312
SC22,2023/10/10,8109
SC56,2023/10/10,1592
SC25,2023/10/10,40626
SC48,2023/10/11,754
SC61,2023/10/11,857
SC63,2023/10/11,2014
SC54,2023/10/11,8525
SC68,2023/10/11,1424
SC44,2023/10/11,17764
SC15,2023/10/11,4341
SC66,2023/10/11,711
SC9,2023/10/11,24550
SC53,2023/10/11,31105
SC38,2023/10/11,3887
SC20,2023/10/11,117
SC39,2023/10/11,2531
SC47,2023/10/11,45030
SC8,2023/10/11,37716
SC43,2023/10/11,3264
SC52,2023/10/11,3068
SC31,2023/10/11,10332
SC21,2023/10/11,1988
SC49,2023/10/11,6779
SC37,2023/10/11,598
SC29,2023/10/11,6949
SC5,2023/10/11,21752
SC23,2023/10/11,3044
SC16,2023/10/11,2005
SC36,2023/10/11,671
SC57,2023/10/11,14390
SC2,2023/10/11,8094
SC12,2023/10/11,4072
SC18,2023/10/11,5282
SC19,2023/10/11,8405
SC58,2023/10/11,835
SC27,2023/10/11,3550
SC1,2023/10/11,39627
SC46,2023/10/11,1809
SC34,2023/10/11,8186
SC14,2023/10/11,1022
SC51,2023/10/11,10544
SC26,2023/10/11,3698
SC32,2023/10/11,2393
SC24,2023/10/11,5685
SC4,2023/10/11,24019
SC28,2023/10/11,1169
SC41,2023/10/11,1821
SC17,2023/10/11,18615
SC40,2023/10/11,2903
SC7,2023/10/11,36239
SC60,2023/10/11,54741
SC10,2023/10/11,29914
SC35,2023/10/11,29224
SC3,2023/10/11,10405
SC30,2023/10/11,3756
SC55,2023/10/11,3318
SC6,2023/10/11,28243
SC22,2023/10/11,7897
SC56,2023/10/11,1474
SC25,2023/10/11,41118
SC48,2023/10/12,731
SC61,2023/10/12,825
SC63,2023/10/12,2173
SC54,2023/10/12,8463
SC68,2023/10/12,1351
SC44,2023/10/12,17069
SC15,2023/10/12,4247
SC66,2023/10/12,688
SC9,2023/10/12,23907
SC53,2023/10/12,30368
SC38,2023/10/12,3786
SC20,2023/10/12,72
SC39,2023/10/12,2402
SC47,2023/10/12,43817
SC8,2023/10/12,37973
SC43,2023/10/12,3194
SC52,2023/10/12,2903
SC31,2023/10/12,9927
SC21,2023/10/12,1731
SC49,2023/10/12,6724
SC37,2023/10/12,806
SC29,2023/10/12,6559
SC5,2023/10/12,20327
SC23,2023/10/12,3245
SC16,2023/10/12,2016
SC36,2023/10/12,586
SC57,2023/10/12,14369
SC2,2023/10/12,7979
SC12,2023/10/12,3887
SC18,2023/10/12,5152
SC19,2023/10/12,8437
SC58,2023/10/12,868
SC27,2023/10/12,3548
SC1,2023/10/12,41885
SC46,2023/10/12,1674
SC34,2023/10/12,8341
SC14,2023/10/12,1369
SC51,2023/10/12,10438
SC26,2023/10/12,3621
SC32,2023/10/12,2388
SC24,2023/10/12,5684
SC4,2023/10/12,21978
SC28,2023/10/12,1145
SC41,2023/10/12,1769
SC17,2023/10/12,18310
SC40,2023/10/12,2790
SC7,2023/10/12,34963
SC60,2023/10/12,55039
SC10,2023/10/12,28094
SC35,2023/10/12,27342
SC3,2023/10/12,10758
SC30,2023/10/12,3605
SC55,2023/10/12,3264
SC6,2023/10/12,28321
SC22,2023/10/12,7453
SC56,2023/10/12,1569
SC25,2023/10/12,41261
SC48,2023/10/13,738
SC61,2023/10/13,787
SC63,2023/10/13,2391
SC54,2023/10/13,8545
SC68,2023/10/13,1257
SC44,2023/10/13,17458
SC15,2023/10/13,4612
SC66,2023/10/13,643
SC9,2023/10/13,24113
SC53,2023/10/13,30270
SC38,2023/10/13,3651
SC20,2023/10/13,74
SC39,2023/10/13,2388
SC47,2023/10/13,43764
SC8,2023/10/13,37027
SC43,2023/10/13,2889
SC52,2023/10/13,4017
SC31,2023/10/13,9853
SC21,2023/10/13,2198
SC49,2023/10/13,6411
SC37,2023/10/13,687
SC29,2023/10/13,6448
SC5,2023/10/13,21051
SC23,2023/10/13,3102
SC16,2023/10/13,2489
SC36,2023/10/13,632
SC57,2023/10/13,14404
SC2,2023/10/13,7576
SC12,2023/10/13,4140
SC18,2023/10/13,5213
SC19,2023/10/13,8245
SC58,2023/10/13,722
SC27,2023/10/13,3540
SC1,2023/10/13,41697
SC46,2023/10/13,1764
SC34,2023/10/13,8210
SC14,2023/10/13,1268
SC51,2023/10/13,10725
SC26,2023/10/13,3636
SC32,2023/10/13,2388
SC24,2023/10/13,5473
SC4,2023/10/13,20912
SC28,2023/10/13,1174
SC41,2023/10/13,1716
SC17,2023/10/13,17408
SC40,2023/10/13,2815
SC7,2023/10/13,35196
SC60,2023/10/13,55280
SC10,2023/10/13,30385
SC35,2023/10/13,25995
SC3,2023/10/13,10377
SC30,2023/10/13,5027
SC55,2023/10/13,3233
SC6,2023/10/13,28041
SC22,2023/10/13,7071
SC56,2023/10/13,1593
SC25,2023/10/13,40143
SC48,2023/10/14,726
SC61,2023/10/14,720
SC63,2023/10/14,1957
SC54,2023/10/14,8245
SC68,2023/10/14,1417
SC44,2023/10/14,16335
SC15,2023/10/14,4145
SC66,2023/10/14,668
SC9,2023/10/14,23362
SC53,2023/10/14,29777
SC38,2023/10/14,3582
SC20,2023/10/14,49
SC39,2023/10/14,2062
SC47,2023/10/14,44223
SC8,2023/10/14,37719
SC43,2023/10/14,2696
SC52,2023/10/14,3734
SC31,2023/10/14,9731
SC21,2023/10/14,1999
SC49,2023/10/14,5764
SC37,2023/10/14,553
SC29,2023/10/14,6637
SC5,2023/10/14,19679
SC23,2023/10/14,3183
SC16,2023/10/14,2200
SC36,2023/10/14,425
SC57,2023/10/14,13195
SC2,2023/10/14,7174
SC12,2023/10/14,3942
SC18,2023/10/14,5360
SC19,2023/10/14,7717
SC58,2023/10/14,633
SC27,2023/10/14,3441
SC1,2023/10/14,39689
SC46,2023/10/14,1639
SC34,2023/10/14,7701
SC14,2023/10/14,1242
SC51,2023/10/14,10296
SC26,2023/10/14,3614
SC32,2023/10/14,2170
SC24,2023/10/14,5450
SC4,2023/10/14,20529
SC28,2023/10/14,1313
SC41,2023/10/14,1609
SC17,2023/10/14,16491
SC40,2023/10/14,2754
SC7,2023/10/14,36110
SC60,2023/10/14,55794
SC10,2023/10/14,31416
SC35,2023/10/14,26374
SC3,2023/10/14,10831
SC30,2023/10/14,4402
SC55,2023/10/14,3203
SC6,2023/10/14,27294
SC22,2023/10/14,7331
SC56,2023/10/14,1577
SC25,2023/10/14,39074
SC48,2023/10/15,690
SC61,2023/10/15,810
SC63,2023/10/15,1633
SC54,2023/10/15,7915
SC68,2023/10/15,1304
SC44,2023/10/15,16177
SC15,2023/10/15,4332
SC66,2023/10/15,658
SC9,2023/10/15,23050
SC53,2023/10/15,28380
SC38,2023/10/15,3416
SC20,2023/10/15,513
SC39,2023/10/15,2158
SC47,2023/10/15,41439
SC8,2023/10/15,35611
SC43,2023/10/15,2895
SC52,2023/10/15,2810
SC31,2023/10/15,10078
SC21,2023/10/15,1762
SC49,2023/10/15,5471
SC37,2023/10/15,1659
SC29,2023/10/15,6267
SC5,2023/10/15,19845
SC23,2023/10/15,2945
SC16,2023/10/15,2097
SC36,2023/10/15,529
SC57,2023/10/15,10459
SC2,2023/10/15,6953
SC12,2023/10/15,3535
SC18,2023/10/15,5318
SC19,2023/10/15,5422
SC58,2023/10/15,562
SC27,2023/10/15,3271
SC1,2023/10/15,38619
SC46,2023/10/15,1643
SC34,2023/10/15,7590
SC14,2023/10/15,1254
SC51,2023/10/15,10028
SC26,2023/10/15,3398
SC32,2023/10/15,2271
SC24,2023/10/15,5213
SC4,2023/10/15,20304
SC28,2023/10/15,1164
SC41,2023/10/15,1511
SC17,2023/10/15,16851
SC40,2023/10/15,2726
SC7,2023/10/15,34210
SC60,2023/10/15,51292
SC10,2023/10/15,29662
SC35,2023/10/15,26563
SC3,2023/10/15,10624
SC30,2023/10/15,3521
SC55,2023/10/15,3072
SC6,2023/10/15,25774
SC22,2023/10/15,7060
SC56,2023/10/15,1494
SC25,2023/10/15,36919
SC48,2023/10/16,707
SC61,2023/10/16,861
SC63,2023/10/16,2370
SC54,2023/10/16,8774
SC68,2023/10/16,1378
SC44,2023/10/16,15827
SC15,2023/10/16,3789
SC66,2023/10/16,671
SC9,2023/10/16,23119
SC53,2023/10/16,29124
SC38,2023/10/16,3886
SC20,2023/10/16,577
SC39,2023/10/16,2261
SC47,2023/10/16,41221
SC8,2023/10/16,38746
SC43,2023/10/16,2955
SC52,2023/10/16,2642
SC31,2023/10/16,9762
SC21,2023/10/16,1536
SC49,2023/10/16,5796
SC37,2023/10/16,787
SC29,2023/10/16,6682
SC5,2023/10/16,19368
SC23,2023/10/16,3112
SC16,2023/10/16,1876
SC36,2023/10/16,482
SC57,2023/10/16,9685
SC2,2023/10/16,7604
SC12,2023/10/16,4847
SC18,2023/10/16,5137
SC19,2023/10/16,7441
SC58,2023/10/16,790
SC27,2023/10/16,3806
SC1,2023/10/16,36954
SC46,2023/10/16,1553
SC34,2023/10/16,8733
SC14,2023/10/16,1448
SC51,2023/10/16,9866
SC26,2023/10/16,4317
SC32,2023/10/16,2615
SC24,2023/10/16,5709
SC4,2023/10/16,20537
SC28,2023/10/16,1080
SC41,2023/10/16,1954
SC17,2023/10/16,17110
SC40,2023/10/16,2957
SC7,2023/10/16,33472
SC60,2023/10/16,52707
SC10,2023/10/16,31044
SC35,2023/10/16,26050
SC3,2023/10/16,10655
SC30,2023/10/16,2888
SC55,2023/10/16,3370
SC6,2023/10/16,27144
SC22,2023/10/16,7021
SC56,2023/10/16,1448
SC25,2023/10/16,39624
SC48,2023/10/17,739
SC61,2023/10/17,870
SC63,2023/10/17,2215
SC54,2023/10/17,8662
SC68,2023/10/17,1405
SC44,2023/10/17,17145
SC15,2023/10/17,3749
SC66,2023/10/17,672
SC9,2023/10/17,23892
SC53,2023/10/17,29559
SC38,2023/10/17,3835
SC20,2023/10/17,240
SC39,2023/10/17,2256
SC47,2023/10/17,46505
SC8,2023/10/17,41628
SC43,2023/10/17,2860
SC52,2023/10/17,3372
SC31,2023/10/17,10360
SC21,2023/10/17,2200
SC49,2023/10/17,5862
SC37,2023/10/17,696
SC29,2023/10/17,7305
SC5,2023/10/17,19767
SC23,2023/10/17,3084
SC16,2023/10/17,2464
SC36,2023/10/17,758
SC57,2023/10/17,10570
SC2,2023/10/17,7976
SC12,2023/10/17,4219
SC18,2023/10/17,5411
SC19,2023/10/17,8654
SC58,2023/10/17,951
SC27,2023/10/17,3657
SC1,2023/10/17,40750
SC46,2023/10/17,1682
SC34,2023/10/17,8565
SC14,2023/10/17,1321
SC51,2023/10/17,10486
SC26,2023/10/17,4025
SC32,2023/10/17,2530
SC24,2023/10/17,5573
SC4,2023/10/17,20637
SC28,2023/10/17,992
SC41,2023/10/17,1748
SC17,2023/10/17,16913
SC40,2023/10/17,2913
SC7,2023/10/17,35666
SC60,2023/10/17,54345
SC10,2023/10/17,32167
SC35,2023/10/17,27190
SC3,2023/10/17,10446
SC30,2023/10/17,4932
SC55,2023/10/17,3241
SC6,2023/10/17,28488
SC22,2023/10/17,6745
SC56,2023/10/17,1395
SC25,2023/10/17,40986
SC48,2023/10/18,665
SC61,2023/10/18,701
SC63,2023/10/18,2146
SC54,2023/10/18,9076
SC68,2023/10/18,1356
SC44,2023/10/18,17314
SC15,2023/10/18,4173
SC66,2023/10/18,670
SC9,2023/10/18,24738
SC53,2023/10/18,29834
SC38,2023/10/18,3730
SC20,2023/10/18,155
SC39,2023/10/18,2299
SC47,2023/10/18,45670
SC8,2023/10/18,38033
SC43,2023/10/18,2713
SC52,2023/10/18,2682
SC31,2023/10/18,10313
SC21,2023/10/18,1650
SC49,2023/10/18,6283
SC37,2023/10/18,676
SC29,2023/10/18,6687
SC5,2023/10/18,20685
SC23,2023/10/18,3107
SC16,2023/10/18,1891
SC36,2023/10/18,659
SC57,2023/10/18,10823
SC2,2023/10/18,7900
SC12,2023/10/18,4125
SC18,2023/10/18,5069
SC19,2023/10/18,8422
SC58,2023/10/18,793
SC27,2023/10/18,3454
SC1,2023/10/18,43666
SC46,2023/10/18,1672
SC34,2023/10/18,8615
SC14,2023/10/18,1447
SC51,2023/10/18,10674
SC26,2023/10/18,3721
SC32,2023/10/18,2519
SC24,2023/10/18,5833
SC4,2023/10/18,21198
SC28,2023/10/18,894
SC41,2023/10/18,1674
SC17,2023/10/18,17887
SC40,2023/10/18,2839
SC7,2023/10/18,34836
SC60,2023/10/18,54877
SC10,2023/10/18,34503
SC35,2023/10/18,26479
SC3,2023/10/18,11212
SC30,2023/10/18,3984
SC55,2023/10/18,3216
SC6,2023/10/18,27605
SC22,2023/10/18,6511
SC56,2023/10/18,1454
SC25,2023/10/18,43255
SC48,2023/10/19,643
SC61,2023/10/19,911
SC63,2023/10/19,2033
SC54,2023/10/19,10308
SC68,2023/10/19,1291
SC44,2023/10/19,15344
SC15,2023/10/19,4269
SC66,2023/10/19,631
SC9,2023/10/19,25047
SC53,2023/10/19,30362
SC38,2023/10/19,4109
SC20,2023/10/19,88
SC39,2023/10/19,2509
SC47,2023/10/19,42283
SC8,2023/10/19,39265
SC43,2023/10/19,2661
SC52,2023/10/19,3426
SC31,2023/10/19,10302
SC21,2023/10/19,2116
SC49,2023/10/19,6054
SC37,2023/10/19,574
SC29,2023/10/19,6582
SC5,2023/10/19,20744
SC23,2023/10/19,3239
SC16,2023/10/19,2257
SC36,2023/10/19,377
SC57,2023/10/19,12271
SC2,2023/10/19,7966
SC12,2023/10/19,3970
SC18,2023/10/19,5651
SC19,2023/10/19,7108
SC58,2023/10/19,783
SC27,2023/10/19,3830
SC1,2023/10/19,42066
SC46,2023/10/19,1850
SC34,2023/10/19,9814
SC14,2023/10/19,1262
SC51,2023/10/19,10397
SC26,2023/10/19,3889
SC32,2023/10/19,2660
SC24,2023/10/19,5259
SC4,2023/10/19,20588
SC28,2023/10/19,825
SC41,2023/10/19,1611
SC17,2023/10/19,17193
SC40,2023/10/19,3556
SC7,2023/10/19,33522
SC60,2023/10/19,52018
SC10,2023/10/19,34279
SC35,2023/10/19,27050
SC3,2023/10/19,11339
SC30,2023/10/19,4650
SC55,2023/10/19,3045
SC6,2023/10/19,27722
SC22,2023/10/19,6135
SC56,2023/10/19,1822
SC25,2023/10/19,42760
SC48,2023/10/20,646
SC61,2023/10/20,749
SC63,2023/10/20,2059
SC54,2023/10/20,10408
SC68,2023/10/20,1274
SC44,2023/10/20,16912
SC15,2023/10/20,4370
SC66,2023/10/20,620
SC9,2023/10/20,26272
SC53,2023/10/20,30383
SC38,2023/10/20,4256
SC20,2023/10/20,375
SC39,2023/10/20,2698
SC47,2023/10/20,44650
SC8,2023/10/20,40996
SC43,2023/10/20,3026
SC52,2023/10/20,5894
SC31,2023/10/20,11452
SC21,2023/10/20,3469
SC49,2023/10/20,6163
SC37,2023/10/20,567
SC29,2023/10/20,7420
SC5,2023/10/20,22284
SC23,2023/10/20,3196
SC16,2023/10/20,3820
SC36,2023/10/20,379
SC57,2023/10/20,12771
SC2,2023/10/20,7566
SC12,2023/10/20,4133
SC18,2023/10/20,5288
SC19,2023/10/20,7363
SC58,2023/10/20,1028
SC27,2023/10/20,4610
SC1,2023/10/20,49307
SC46,2023/10/20,1911
SC34,2023/10/20,11093
SC14,2023/10/20,1299
SC51,2023/10/20,11062
SC26,2023/10/20,5247
SC32,2023/10/20,2925
SC24,2023/10/20,5329
SC4,2023/10/20,21295
SC28,2023/10/20,900
SC41,2023/10/20,1548
SC17,2023/10/20,17568
SC40,2023/10/20,3760
SC7,2023/10/20,35741
SC60,2023/10/20,52879
SC10,2023/10/20,34464
SC35,2023/10/20,28171
SC3,2023/10/20,11181
SC30,2023/10/20,6777
SC55,2023/10/20,4257
SC6,2023/10/20,28453
SC22,2023/10/20,6706
SC56,2023/10/20,1622
SC25,2023/10/20,44917
SC48,2023/10/21,674
SC61,2023/10/21,678
SC63,2023/10/21,2183
SC54,2023/10/21,9224
SC68,2023/10/21,1152
SC44,2023/10/21,15544
SC15,2023/10/21,4014
SC66,2023/10/21,619
SC9,2023/10/21,25961
SC53,2023/10/21,29353
SC38,2023/10/21,3733
SC20,2023/10/21,235
SC39,2023/10/21,2373
SC47,2023/10/21,41496
SC8,2023/10/21,39777
SC43,2023/10/21,2700
SC52,2023/10/21,3550
SC31,2023/10/21,10390
SC21,2023/10/21,2551
SC49,2023/10/21,5862
SC37,2023/10/21,506
SC29,2023/10/21,6793
SC5,2023/10/21,20352
SC23,2023/10/21,3142
SC16,2023/10/21,2399
SC36,2023/10/21,390
SC57,2023/10/21,12392
SC2,2023/10/21,6288
SC12,2023/10/21,3677
SC18,2023/10/21,5238
SC19,2023/10/21,6607
SC58,2023/10/21,772
SC27,2023/10/21,3421
SC1,2023/10/21,43694
SC46,2023/10/21,1495
SC34,2023/10/21,8608
SC14,2023/10/21,1318
SC51,2023/10/21,10874
SC26,2023/10/21,4238
SC32,2023/10/21,2156
SC24,2023/10/21,5159
SC4,2023/10/21,21326
SC28,2023/10/21,1006
SC41,2023/10/21,1393
SC17,2023/10/21,17087
SC40,2023/10/21,3050
SC7,2023/10/21,34833
SC60,2023/10/21,52867
SC10,2023/10/21,33897
SC35,2023/10/21,27065
SC3,2023/10/21,11950
SC30,2023/10/21,4593
SC55,2023/10/21,3000
SC6,2023/10/21,28773
SC22,2023/10/21,6966
SC56,2023/10/21,1554
SC25,2023/10/21,39013
SC48,2023/10/22,550
SC61,2023/10/22,726
SC63,2023/10/22,2013
SC54,2023/10/22,8163
SC68,2023/10/22,1244
SC44,2023/10/22,14705
SC15,2023/10/22,3865
SC66,2023/10/22,586
SC9,2023/10/22,23046
SC53,2023/10/22,27841
SC38,2023/10/22,3542
SC20,2023/10/22,88
SC39,2023/10/22,2091
SC47,2023/10/22,38527
SC8,2023/10/22,34968
SC43,2023/10/22,2693
SC52,2023/10/22,2347
SC31,2023/10/22,10129
SC21,2023/10/22,1633
SC49,2023/10/22,5534
SC37,2023/10/22,505
SC29,2023/10/22,6168
SC5,2023/10/22,19810
SC23,2023/10/22,2883
SC16,2023/10/22,1807
SC36,2023/10/22,363
SC57,2023/10/22,12315
SC2,2023/10/22,5621
SC12,2023/10/22,3362
SC18,2023/10/22,4674
SC19,2023/10/22,6034
SC58,2023/10/22,628
SC27,2023/10/22,3130
SC1,2023/10/22,39941
SC46,2023/10/22,1191
SC34,2023/10/22,7965
SC14,2023/10/22,1254
SC51,2023/10/22,9684
SC26,2023/10/22,4427
SC32,2023/10/22,1568
SC24,2023/10/22,4635
SC4,2023/10/22,20195
SC28,2023/10/22,881
SC41,2023/10/22,1374
SC17,2023/10/22,15909
SC40,2023/10/22,2659
SC7,2023/10/22,32418
SC60,2023/10/22,52576
SC10,2023/10/22,33256
SC35,2023/10/22,27317
SC3,2023/10/22,11221
SC30,2023/10/22,3914
SC55,2023/10/22,2868
SC6,2023/10/22,25122
SC22,2023/10/22,6748
SC56,2023/10/22,1321
SC25,2023/10/22,36865
SC48,2023/10/23,590
SC61,2023/10/23,759
SC63,2023/10/23,2235
SC54,2023/10/23,11676
SC68,2023/10/23,1713
SC44,2023/10/23,15095
SC15,2023/10/23,3679
SC66,2023/10/23,625
SC9,2023/10/23,24762
SC53,2023/10/23,29531
SC38,2023/10/23,5055
SC20,2023/10/23,252
SC39,2023/10/23,3297
SC47,2023/10/23,40509
SC8,2023/10/23,37649
SC43,2023/10/23,2723
SC52,2023/10/23,3992
SC31,2023/10/23,9675
SC21,2023/10/23,2460
SC49,2023/10/23,5803
SC37,2023/10/23,1351
SC29,2023/10/23,8214
SC5,2023/10/23,19828
SC23,2023/10/23,3655
SC16,2023/10/23,3022
SC36,2023/10/23,632
SC57,2023/10/23,12352
SC2,2023/10/23,9203
SC12,2023/10/23,3690
SC18,2023/10/23,6782
SC19,2023/10/23,9009
SC58,2023/10/23,792
SC27,2023/10/23,4847
SC1,2023/10/23,42015
SC46,2023/10/23,1251
SC34,2023/10/23,11846
SC14,2023/10/23,1397
SC51,2023/10/23,9932
SC26,2023/10/23,5055
SC32,2023/10/23,2882
SC24,2023/10/23,5034
SC4,2023/10/23,19465
SC28,2023/10/23,1291
SC41,2023/10/23,1440
SC17,2023/10/23,16668
SC40,2023/10/23,4498
SC7,2023/10/23,32218
SC60,2023/10/23,55005
SC10,2023/10/23,34390
SC35,2023/10/23,27063
SC3,2023/10/23,11287
SC30,2023/10/23,5448
SC55,2023/10/23,3139
SC6,2023/10/23,26918
SC22,2023/10/23,7893
SC56,2023/10/23,2400
SC25,2023/10/23,42089
SC48,2023/10/24,2092
SC61,2023/10/24,848
SC63,2023/10/24,7504
SC54,2023/10/24,21495
SC68,2023/10/24,2669
SC44,2023/10/24,21697
SC15,2023/10/24,4795
SC66,2023/10/24,1093
SC9,2023/10/24,37390
SC53,2023/10/24,33703
SC38,2023/10/24,8662
SC20,2023/10/24,177
SC39,2023/10/24,5310
SC47,2023/10/24,67710
SC8,2023/10/24,54150
SC43,2023/10/24,4127
SC52,2023/10/24,8476
SC31,2023/10/24,15136
SC21,2023/10/24,3931
SC49,2023/10/24,7862
SC37,2023/10/24,600
SC29,2023/10/24,14364
SC5,2023/10/24,31484
SC23,2023/10/24,4970
SC16,2023/10/24,5044
SC36,2023/10/24,618
SC57,2023/10/24,14766
SC2,2023/10/24,18595
SC12,2023/10/24,12461
SC18,2023/10/24,10408
SC19,2023/10/24,12913
SC58,2023/10/24,1238
SC27,2023/10/24,8878
SC1,2023/10/24,69918
SC46,2023/10/24,1715
SC34,2023/10/24,20778
SC14,2023/10/24,1491
SC51,2023/10/24,15082
SC26,2023/10/24,6876
SC32,2023/10/24,5667
SC24,2023/10/24,9260
SC4,2023/10/24,28382
SC28,2023/10/24,1979
SC41,2023/10/24,3888
SC17,2023/10/24,26514
SC40,2023/10/24,7203
SC7,2023/10/24,52815
SC60,2023/10/24,64005
SC10,2023/10/24,38214
SC35,2023/10/24,34513
SC3,2023/10/24,13677
SC30,2023/10/24,7638
SC55,2023/10/24,8830
SC6,2023/10/24,42313
SC22,2023/10/24,12183
SC56,2023/10/24,4123
SC25,2023/10/24,54992
SC48,2023/10/25,1001
SC61,2023/10/25,828
SC63,2023/10/25,6309
SC54,2023/10/25,13536
SC68,2023/10/25,1932
SC44,2023/10/25,24242
SC15,2023/10/25,5463
SC66,2023/10/25,836
SC9,2023/10/25,33773
SC53,2023/10/25,36806
SC38,2023/10/25,5764
SC20,2023/10/25,233
SC39,2023/10/25,3293
SC47,2023/10/25,62629
SC8,2023/10/25,56113
SC43,2023/10/25,4355
SC52,2023/10/25,3874
SC31,2023/10/25,15040
SC21,2023/10/25,3511
SC49,2023/10/25,9001
SC37,2023/10/25,1473
SC29,2023/10/25,9568
SC5,2023/10/25,32946
SC23,2023/10/25,4129
SC16,2023/10/25,3224
SC36,2023/10/25,778
SC57,2023/10/25,10606
SC2,2023/10/25,21053
SC12,2023/10/25,7633
SC18,2023/10/25,7606
SC19,2023/10/25,10118
SC58,2023/10/25,722
SC27,2023/10/25,5209
SC1,2023/10/25,61167
SC46,2023/10/25,1726
SC34,2023/10/25,11990
SC14,2023/10/25,1535
SC51,2023/10/25,15652
SC26,2023/10/25,6160
SC32,2023/10/25,3745
SC24,2023/10/25,7362
SC4,2023/10/25,27759
SC28,2023/10/25,1386
SC41,2023/10/25,2919
SC17,2023/10/25,24045
SC40,2023/10/25,4174
SC7,2023/10/25,54660
SC60,2023/10/25,65894
SC10,2023/10/25,42661
SC35,2023/10/25,31712
SC3,2023/10/25,15739
SC30,2023/10/25,4554
SC55,2023/10/25,5950
SC6,2023/10/25,41829
SC22,2023/10/25,8899
SC56,2023/10/25,2227
SC25,2023/10/25,49083
SC48,2023/10/26,828
SC61,2023/10/26,832
SC63,2023/10/26,4368
SC54,2023/10/26,11756
SC68,2023/10/26,1507
SC44,2023/10/26,19216
SC15,2023/10/26,5131
SC66,2023/10/26,774
SC9,2023/10/26,31417
SC53,2023/10/26,35819
SC38,2023/10/26,5005
SC20,2023/10/26,89
SC39,2023/10/26,3046
SC47,2023/10/26,53056
SC8,2023/10/26,48415
SC43,2023/10/26,3590
SC52,2023/10/26,3553
SC31,2023/10/26,12798
SC21,2023/10/26,2456
SC49,2023/10/26,7337
SC37,2023/10/26,1127
SC29,2023/10/26,8784
SC5,2023/10/26,25888
SC23,2023/10/26,3998
SC16,2023/10/26,2648
SC36,2023/10/26,916
SC57,2023/10/26,9303
SC2,2023/10/26,11387
SC12,2023/10/26,6929
SC18,2023/10/26,7180
SC19,2023/10/26,9647
SC58,2023/10/26,941
SC27,2023/10/26,4575
SC1,2023/10/26,55018
SC46,2023/10/26,1649
SC34,2023/10/26,10962
SC14,2023/10/26,1432
SC51,2023/10/26,12629
SC26,2023/10/26,5506
SC32,2023/10/26,2869
SC24,2023/10/26,6595
SC4,2023/10/26,24172
SC28,2023/10/26,1140
SC41,2023/10/26,2411
SC17,2023/10/26,20709
SC40,2023/10/26,4006
SC7,2023/10/26,47711
SC60,2023/10/26,65806
SC10,2023/10/26,39431
SC35,2023/10/26,31443
SC3,2023/10/26,13170
SC30,2023/10/26,4745
SC55,2023/10/26,4486
SC6,2023/10/26,33805
SC22,2023/10/26,8024
SC56,2023/10/26,2084
SC25,2023/10/26,49451
SC48,2023/10/27,835
SC61,2023/10/27,768
SC63,2023/10/27,4191
SC54,2023/10/27,12411
SC68,2023/10/27,1491
SC44,2023/10/27,19469
SC15,2023/10/27,5485
SC66,2023/10/27,714
SC9,2023/10/27,31237
SC53,2023/10/27,35823
SC38,2023/10/27,5308
SC20,2023/10/27,128
SC39,2023/10/27,3149
SC47,2023/10/27,47508
SC8,2023/10/27,47072
SC43,2023/10/27,3680
SC52,2023/10/27,6859
SC31,2023/10/27,12874
SC21,2023/10/27,3825
SC49,2023/10/27,7215
SC37,2023/10/27,648
SC29,2023/10/27,9463
SC5,2023/10/27,27364
SC23,2023/10/27,3807
SC16,2023/10/27,4392
SC36,2023/10/27,656
SC57,2023/10/27,10544
SC2,2023/10/27,11100
SC12,2023/10/27,6161
SC18,2023/10/27,7497
SC19,2023/10/27,10074
SC58,2023/10/27,1100
SC27,2023/10/27,4666
SC1,2023/10/27,55915
SC46,2023/10/27,1568
SC34,2023/10/27,11785
SC14,2023/10/27,1430
SC51,2023/10/27,13009
SC26,2023/10/27,5382
SC32,2023/10/27,2518
SC24,2023/10/27,6680
SC4,2023/10/27,21982
SC28,2023/10/27,1035
SC41,2023/10/27,2454
SC17,2023/10/27,19835
SC40,2023/10/27,4398
SC7,2023/10/27,44356
SC60,2023/10/27,63435
SC10,2023/10/27,38084
SC35,2023/10/27,30114
SC3,2023/10/27,13446
SC30,2023/10/27,7276
SC55,2023/10/27,4991
SC6,2023/10/27,32151
SC22,2023/10/27,7418
SC56,2023/10/27,2031
SC25,2023/10/27,48425
SC48,2023/10/28,748
SC61,2023/10/28,761
SC63,2023/10/28,3956
SC54,2023/10/28,11526
SC68,2023/10/28,1550
SC44,2023/10/28,17238
SC15,2023/10/28,5191
SC66,2023/10/28,708
SC9,2023/10/28,29346
SC53,2023/10/28,33824
SC38,2023/10/28,5025
SC20,2023/10/28,43
SC39,2023/10/28,2942
SC47,2023/10/28,43579
SC8,2023/10/28,46289
SC43,2023/10/28,3180
SC52,2023/10/28,5174
SC31,2023/10/28,11852
SC21,2023/10/28,3463
SC49,2023/10/28,6891
